ProductKey	ProductName	Color	Size	ModelName	ProductSubcategoryName	ProductCategoryName
232	"Long-Sleeve Logo Jersey, L"	Multi	L	Long-Sleeve Logo Jersey	Jerseys	Clothing
233	"Long-Sleeve Logo Jersey, L"	Multi	L	Long-Sleeve Logo Jersey	Jerseys	Clothing
234	"Long-Sleeve Logo Jersey, L"	Multi	L	Long-Sleeve Logo Jersey	Jerseys	Clothing
235	"Long-Sleeve Logo Jersey, XL"	Multi	XL	Long-Sleeve Logo Jersey	Jerseys	Clothing
236	"Long-Sleeve Logo Jersey, XL"	Multi	XL	Long-Sleeve Logo Jersey	Jerseys	Clothing
237	"Long-Sleeve Logo Jersey, XL"	Multi	XL	Long-Sleeve Logo Jersey	Jerseys	Clothing
488	"Short-Sleeve Classic Jersey, S"	Yellow	S	Short-Sleeve Classic Jersey	Jerseys	Clothing
489	"Short-Sleeve Classic Jersey, M"	Yellow	M	Short-Sleeve Classic Jersey	Jerseys	Clothing
490	"Short-Sleeve Classic Jersey, L"	Yellow	L	Short-Sleeve Classic Jersey	Jerseys	Clothing
491	"Short-Sleeve Classic Jersey, XL"	Yellow	XL	Short-Sleeve Classic Jersey	Jerseys	Clothing
445	"Men's Sports Shorts, S"	Black	S	Men's Sports Shorts	Shorts	Clothing
453	"Men's Sports Shorts, M"	Black	M	Men's Sports Shorts	Shorts	Clothing
454	"Men's Sports Shorts, L"	Black	L	Men's Sports Shorts	Shorts	Clothing
455	"Men's Sports Shorts, XL"	Black	XL	Men's Sports Shorts	Shorts	Clothing
474	"Women's Mountain Shorts, S"	Black	S	Women's Mountain Shorts	Shorts	Clothing
475	"Women's Mountain Shorts, M"	Black	M	Women's Mountain Shorts	Shorts	Clothing
476	"Women's Mountain Shorts, L"	Black	L	Women's Mountain Shorts	Shorts	Clothing
218	"Mountain Bike Socks, M"	White	M	Mountain Bike Socks	Socks	Clothing
219	"Mountain Bike Socks, L"	White	L	Mountain Bike Socks	Socks	Clothing
481	"Racing Socks, M"	White	M	Racing Socks	Socks	Clothing
482	"Racing Socks, L"	White	L	Racing Socks	Socks	Clothing
456	"Women's Tights, S"	Black	S	Women's Tights	Tights	Clothing
457	"Women's Tights, M"	Black	M	Women's Tights	Tights	Clothing
458	"Women's Tights, L"	Black	L	Women's Tights	Tights	Clothing
471	"Classic Vest, S"	Blue	S	Classic Vest	Vests	Clothing
472	"Classic Vest, M"	Blue	M	Classic Vest	Vests	Clothing
473	"Classic Vest, L"	Blue	L	Classic Vest	Vests	Clothing
483	Hitch Rack - 4-Bike	NA		Hitch Rack - 4-Bike	Bike Racks	Accessories
486	All-Purpose Bike Stand	NA		All-Purpose Bike Stand	Bike Stands	Accessories
477	Water Bottle - 30 oz.	NA		Water Bottle	Bottles and Cages	Accessories
478	Mountain Bottle Cage	NA		Mountain Bottle Cage	Bottles and Cages	Accessories
479	Road Bottle Cage	NA		Road Bottle Cage	Bottles and Cages	Accessories
484	Bike Wash - Dissolver	NA		Bike Wash	Cleaners	Accessories
485	Fender Set - Mountain	NA		Fender Set - Mountain	Fenders	Accessories
212	"Sport-100 Helmet, Red"	Red		Sport-100	Helmets	Accessories
213	"Sport-100 Helmet, Red"	Red		Sport-100	Helmets	Accessories
214	"Sport-100 Helmet, Red"	Red		Sport-100	Helmets	Accessories
215	"Sport-100 Helmet, Black"	Black		Sport-100	Helmets	Accessories
216	"Sport-100 Helmet, Black"	Black		Sport-100	Helmets	Accessories
217	"Sport-100 Helmet, Black"	Black		Sport-100	Helmets	Accessories
220	"Sport-100 Helmet, Blue"	Blue		Sport-100	Helmets	Accessories
221	"Sport-100 Helmet, Blue"	Blue		Sport-100	Helmets	Accessories
222	"Sport-100 Helmet, Blue"	Blue		Sport-100	Helmets	Accessories
487	Hydration Pack - 70 oz.	Silver	70	Hydration Pack	Hydration Packs	Accessories
450	Taillights - Battery-Powered	NA		Taillight	Lights	Accessories
451	Headlights - Dual-Beam	NA		Headlights - Dual-Beam	Lights	Accessories
452	Headlights - Weatherproof	NA		Headlights - Weatherproof	Lights	Accessories
447	Cable Lock	NA		Cable Lock	Locks	Accessories
446	"Touring-Panniers, Large"	Grey		Touring-Panniers	Panniers	Accessories
448	Minipump	NA		Minipump	Pumps	Accessories
449	Mountain Pump	NA		Mountain Pump	Pumps	Accessories
480	Patch Kit/8 Patches	NA		Patch kit	Tires and Tubes	Accessories
528	Mountain Tire Tube	NA		Mountain Tire Tube	Tires and Tubes	Accessories
529	Road Tire Tube	NA		Road Tire Tube	Tires and Tubes	Accessories
530	Touring Tire Tube	NA		Touring Tire Tube	Tires and Tubes	Accessories
535	LL Mountain Tire	NA		LL Mountain Tire	Tires and Tubes	Accessories
536	ML Mountain Tire	NA		ML Mountain Tire	Tires and Tubes	Accessories
537	HL Mountain Tire	NA		HL Mountain Tire	Tires and Tubes	Accessories
538	LL Road Tire	NA		LL Road Tire	Tires and Tubes	Accessories
539	ML Road Tire	NA		ML Road Tire	Tires and Tubes	Accessories
540	HL Road Tire	NA		HL Road Tire	Tires and Tubes	Accessories
541	Touring Tire	NA		Touring Tire	Tires and Tubes	Accessories
